task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
651	b6/c9c8b0	38337	GXA (76)	COMPLETED	0	2024-06-12 23:16:44.911	2.3s	1.4s	104.5%	101.4 MB	117.7 MB	10.5 MB	14.8 KB
652	35/b7020e	38355	GXA (77)	COMPLETED	0	2024-06-12 23:16:44.982	2.4s	1.4s	104.3%	93.6 MB	109.8 MB	10.5 MB	14.8 KB
653	21/abb0d6	38376	GXA (78)	COMPLETED	0	2024-06-12 23:16:47.224	2.2s	1.3s	104.1%	103.1 MB	119.4 MB	10.5 MB	14.8 KB
654	6f/f48dfc	38394	GXA (79)	COMPLETED	0	2024-06-12 23:16:47.369	2.3s	1.3s	104.9%	95.1 MB	111.4 MB	10.5 MB	14.9 KB
656	8f/ea42c8	38433	GXA (81)	COMPLETED	0	2024-06-12 23:16:49.669	2.1s	1.2s	100.7%	13.4 MB	22.2 MB	8.2 MB	14.6 KB
655	13/489bcb	38413	GXA (80)	COMPLETED	0	2024-06-12 23:16:49.414	2.4s	1.4s	105.5%	90.9 MB	106.8 MB	10.5 MB	14.9 KB
658	e9/c8ac3a	38464	GXA (83)	COMPLETED	0	2024-06-12 23:16:51.855	2.1s	1.1s	103.8%	11.4 MB	20.5 MB	7.3 MB	14.2 KB
657	29/bcf721	38453	GXA (82)	COMPLETED	0	2024-06-12 23:16:51.769	2.2s	1.1s	106.0%	12.5 MB	21.3 MB	8.2 MB	14.7 KB
659	7a/e54ed8	38503	GXA (84)	COMPLETED	0	2024-06-12 23:16:53.938	1.9s	934ms	105.3%	11.1 MB	20 MB	7.3 MB	14.2 KB
660	a2/043ce6	38510	GXA (85)	COMPLETED	0	2024-06-12 23:16:53.973	1.9s	945ms	105.3%	11.8 MB	20.5 MB	8.2 MB	14.7 KB
661	3a/984f94	38542	GXA (86)	COMPLETED	0	2024-06-12 23:16:55.810	2s	1s	103.3%	11 MB	19.8 MB	8.2 MB	14.7 KB
662	13/abb51a	38552	GXA (87)	COMPLETED	0	2024-06-12 23:16:55.862	2s	986ms	103.1%	10.6 MB	19.8 MB	7.3 MB	14.9 KB
663	e8/f142b6	38581	GXA (88)	COMPLETED	0	2024-06-12 23:16:57.813	1.9s	997ms	103.4%	10.8 MB	19.5 MB	8.2 MB	14.7 KB
664	aa/e40347	38590	GXA (89)	COMPLETED	0	2024-06-12 23:16:57.878	1.9s	994ms	103.5%	11.1 MB	20.2 MB	8.6 MB	14.1 KB
666	42/597309	38634	GXA (91)	COMPLETED	0	2024-06-12 23:16:59.789	1.9s	934ms	105.3%	10.4 MB	19.5 MB	7.3 MB	14.6 KB
665	5e/ec4192	38618	GXA (90)	COMPLETED	0	2024-06-12 23:16:59.711	2s	1s	105.1%	11.5 MB	20.2 MB	8.6 MB	14.1 KB
667	e2/2b29ec	38657	GXA (92)	COMPLETED	0	2024-06-12 23:17:01.645	1.8s	917ms	106.1%	11.2 MB	20.3 MB	7.3 MB	14.2 KB
668	34/d51e63	38666	GXA (93)	COMPLETED	0	2024-06-12 23:17:01.704	1.9s	977ms	105.2%	11.6 MB	20.6 MB	8.6 MB	14.1 KB
669	41/ae8476	38695	GXA (94)	COMPLETED	0	2024-06-12 23:17:03.442	1.9s	1s	101.1%	11.4 MB	20.5 MB	8.6 MB	14.1 KB
670	9b/b0f07a	38713	GXA (95)	COMPLETED	0	2024-06-12 23:17:03.599	1.9s	948ms	103.4%	11.9 MB	20.5 MB	7.8 MB	14.1 KB
672	8b/c5a501	38750	GXA (97)	COMPLETED	0	2024-06-12 23:17:05.457	1.8s	890ms	103.7%	12 MB	20.5 MB	6.7 MB	13.9 KB
671	32/afcdc9	38734	GXA (96)	COMPLETED	0	2024-06-12 23:17:05.371	1.9s	1.1s	104.9%	11.1 MB	20 MB	7.8 MB	14.2 KB
674	b5/a3c78d	38784	GXA (99)	COMPLETED	0	2024-06-12 23:17:07.280	1.8s	871ms	104.0%	13.5 MB	22 MB	6.7 MB	13.9 KB
673	85/75a30f	38774	GXA (98)	COMPLETED	0	2024-06-12 23:17:07.231	1.9s	978ms	108.4%	12 MB	20.7 MB	8.6 MB	14.2 KB
675	36/5269b4	38811	GXA (100)	COMPLETED	0	2024-06-12 23:17:09.059	1.9s	1s	104.0%	11.4 MB	20.2 MB	7.8 MB	14.1 KB
676	11/684d65	38827	GXA (101)	COMPLETED	0	2024-06-12 23:17:09.138	1.9s	988ms	104.4%	11 MB	19.9 MB	7.8 MB	14.2 KB
678	58/58e973	38862	GXA (103)	COMPLETED	0	2024-06-12 23:17:11.041	1.8s	890ms	104.2%	10.8 MB	19.6 MB	6.7 MB	13.9 KB
677	9f/e87391	38849	GXA (102)	COMPLETED	0	2024-06-12 23:17:10.967	1.9s	996ms	102.5%	11.5 MB	20 MB	7.8 MB	14.3 KB
679	fa/e7cfac	38888	GXA (104)	COMPLETED	0	2024-06-12 23:17:12.854	1.9s	942ms	103.9%	11.2 MB	20.2 MB	6.7 MB	13.9 KB
680	48/23794e	38894	GXA (105)	COMPLETED	0	2024-06-12 23:17:12.891	1.9s	929ms	103.8%	11.8 MB	20.3 MB	6.7 MB	13.9 KB
681	30/810ca5	38925	GXA (106)	COMPLETED	0	2024-06-12 23:17:14.738	1.9s	921ms	104.0%	11.2 MB	20 MB	6.7 MB	14 KB
682	25/6898f6	38937	GXA (107)	COMPLETED	0	2024-06-12 23:17:14.829	1.8s	891ms	106.1%	10.6 MB	19.4 MB	6.7 MB	14 KB
683	7c/72236d	38966	GXA (108)	COMPLETED	0	2024-06-12 23:17:16.599	1.9s	983ms	105.0%	10.6 MB	19.5 MB	6.7 MB	14 KB
684	2d/d14509	38972	GXA (109)	COMPLETED	0	2024-06-12 23:17:16.639	1.9s	934ms	104.6%	11 MB	19.8 MB	6.7 MB	14 KB
686	42/c2ebd3	39020	GXA (111)	COMPLETED	0	2024-06-12 23:17:18.523	1.8s	904ms	102.4%	11.1 MB	19.9 MB	6.7 MB	14 KB
685	24/1012f4	39013	GXA (110)	COMPLETED	0	2024-06-12 23:17:18.489	1.9s	950ms	103.0%	11.4 MB	20.3 MB	6.8 MB	15 KB
688	58/1e85a5	39057	GXA (113)	COMPLETED	0	2024-06-12 23:17:20.347	1.8s	914ms	104.2%	11.1 MB	20.2 MB	6.8 MB	15 KB
687	11/2a600a	39051	GXA (112)	COMPLETED	0	2024-06-12 23:17:20.324	1.9s	906ms	103.0%	11.6 MB	20.3 MB	6.8 MB	15 KB
689	c2/6eeb2d	39089	GXA (114)	COMPLETED	0	2024-06-12 23:17:22.149	1.8s	954ms	104.1%	11.4 MB	20.3 MB	6.8 MB	15 KB
690	63/5f79a5	39096	GXA (115)	COMPLETED	0	2024-06-12 23:17:22.196	1.8s	930ms	104.3%	11.6 MB	20.6 MB	6.8 MB	15 KB
691	6c/4ef78c	39127	LOVD (1)	COMPLETED	0	2024-06-12 23:17:23.973	1.9s	1s	101.5%	3.6 MB	7.2 MB	7.4 MB	14.9 KB
692	dd/06afad	39134	LOVD (2)	COMPLETED	0	2024-06-12 23:17:24.008	1.9s	951ms	101.7%	11.1 MB	19.8 MB	7.4 MB	14.9 KB
693	09/e170bc	39165	LOVD (3)	COMPLETED	0	2024-06-12 23:17:25.885	1.9s	960ms	102.5%	11.4 MB	20.3 MB	7 MB	14.8 KB
694	90/5478d2	39171	LOVD (4)	COMPLETED	0	2024-06-12 23:17:25.910	2s	959ms	102.7%	11.6 MB	20.5 MB	7.4 MB	14.9 KB
695	9d/da9d2f	39204	LOVD (5)	COMPLETED	0	2024-06-12 23:17:27.830	1.9s	976ms	105.3%	13.5 MB	22 MB	7 MB	14.8 KB
696	77/d1a613	39210	LOVD (6)	COMPLETED	0	2024-06-12 23:17:27.866	1.9s	972ms	104.1%	10.8 MB	19.5 MB	7 MB	14.8 KB
697	62/c4a0f4	39242	LOVD (7)	COMPLETED	0	2024-06-12 23:17:29.719	1.9s	1s	106.6%	11.4 MB	20.3 MB	7.4 MB	14.9 KB
698	d5/700957	39250	LOVD (8)	COMPLETED	0	2024-06-12 23:17:29.775	1.9s	967ms	106.4%	10.8 MB	19.5 MB	7.4 MB	14.9 KB
699	3d/4b335a	39279	LOVD (9)	COMPLETED	0	2024-06-12 23:17:31.594	1.8s	920ms	103.9%	11.5 MB	20.2 MB	7 MB	14.8 KB
700	b0/6f6d7b	39293	LOVD (10)	COMPLETED	0	2024-06-12 23:17:31.669	2.1s	1.1s	90.3%	10.6 MB	19.6 MB	7.1 MB	15.3 KB
701	87/0b1ff9	39316	LOVD (11)	COMPLETED	0	2024-06-12 23:17:33.371	1.9s	1.1s	103.5%	10.2 MB	19.3 MB	7 MB	14.8 KB
702	88/5f71b6	39336	LOVD (12)	COMPLETED	0	2024-06-12 23:17:33.724	2s	1.1s	94.3%	11.8 MB	20.5 MB	7.1 MB	15.5 KB
703	57/419404	39354	LOVD (13)	COMPLETED	0	2024-06-12 23:17:35.295	2.1s	1.2s	99.0%	87.9 MB	104 MB	7.1 MB	15.5 KB
704	f1/2e02a5	39374	LOVD (14)	COMPLETED	0	2024-06-12 23:17:35.741	2.1s	1.1s	95.7%	11.6 MB	20.3 MB	7.1 MB	15.5 KB
705	5e/6b1bef	39396	LOVD (15)	COMPLETED	0	2024-06-12 23:17:37.406	2.2s	1.2s	97.6%	88.2 MB	104 MB	7.1 MB	15.5 KB
706	f0/579385	39416	LOVD (16)	COMPLETED	0	2024-06-12 23:17:37.823	1.8s	987ms	106.6%	10.6 MB	19.8 MB	8.4 MB	14.3 KB
707	86/5e03d1	39442	LOVD (17)	COMPLETED	0	2024-06-12 23:17:39.565	1.9s	1s	104.9%	12.6 MB	21.4 MB	8.4 MB	14.3 KB
708	a6/a621b6	39458	LOVD (18)	COMPLETED	0	2024-06-12 23:17:39.651	1.9s	961ms	104.2%	10.9 MB	19.6 MB	8.4 MB	14.3 KB
709	e6/d4a4e8	39481	LOVD (19)	COMPLETED	0	2024-06-12 23:17:41.444	1.8s	983ms	105.0%	11.1 MB	19.8 MB	8.4 MB	14.3 KB
710	8c/94e303	39490	LOVD (20)	COMPLETED	0	2024-06-12 23:17:41.508	1.9s	923ms	103.0%	11.1 MB	19.8 MB	7.8 MB	14.2 KB
711	c4/d38551	39518	LOVD (21)	COMPLETED	0	2024-06-12 23:17:43.291	1.9s	955ms	105.7%	11.5 MB	20.2 MB	7.8 MB	14.2 KB
712	ff/4dc746	39536	LOVD (22)	COMPLETED	0	2024-06-12 23:17:43.406	1.8s	916ms	104.9%	11.9 MB	20.5 MB	6.9 MB	14.1 KB
713	0d/08bf40	39557	LOVD (23)	COMPLETED	0	2024-06-12 23:17:45.206	1.9s	959ms	103.5%	11.1 MB	19.8 MB	8.4 MB	14.3 KB
714	79/7b342e	39564	LOVD (24)	COMPLETED	0	2024-06-12 23:17:45.252	1.9s	911ms	103.1%	10.6 MB	19.4 MB	7.8 MB	14.2 KB
716	43/16b783	39602	LOVD (26)	COMPLETED	0	2024-06-12 23:17:47.149	1.8s	895ms	103.0%	11 MB	19.6 MB	6.9 MB	14.1 KB
715	d8/2ff9a9	39596	LOVD (25)	COMPLETED	0	2024-06-12 23:17:47.121	1.9s	1.1s	92.2%	11.4 MB	20.2 MB	7 MB	14.4 KB
717	ab/a5197b	39632	LOVD (27)	COMPLETED	0	2024-06-12 23:17:48.905	1.9s	1s	106.1%	13.2 MB	22.2 MB	7.8 MB	14.2 KB
718	72/f2ea8d	39652	LOVD (28)	COMPLETED	0	2024-06-12 23:17:49.073	2s	1s	95.0%	10.9 MB	19.8 MB	7 MB	14.7 KB
719	bc/e8a9f2	39670	LOVD (29)	COMPLETED	0	2024-06-12 23:17:50.765	2s	1.1s	96.7%	11.6 MB	20.6 MB	7 MB	14.5 KB
720	57/d7c2b5	39690	LOVD (30)	COMPLETED	0	2024-06-12 23:17:51.094	1.7s	882ms	106.6%	11.6 MB	20.6 MB	7.8 MB	14.2 KB
721	e1/d4fe03	39710	LOVD (31)	COMPLETED	0	2024-06-12 23:17:52.801	2.1s	1.3s	85.0%	91.5 MB	107.5 MB	7.8 MB	14.8 KB
722	17/a9a622	39717	LOVD (32)	COMPLETED	0	2024-06-12 23:17:52.834	2.4s	1.4s	77.2%	91.5 MB	107.5 MB	7.8 MB	14.6 KB
724	a7/d8a93c	39766	LOVD (34)	COMPLETED	0	2024-06-12 23:17:55.227	1.7s	848ms	102.7%	11.4 MB	20.2 MB	7.2 MB	13.9 KB
723	f0/2c2902	39746	LOVD (33)	COMPLETED	0	2024-06-12 23:17:54.920	2.1s	1.1s	94.4%	11.5 MB	20.2 MB	7.8 MB	15.1 KB
725	a6/6f61b7	39786	LOVD (35)	COMPLETED	0	2024-06-12 23:17:56.942	2.3s	1.3s	102.0%	88.6 MB	104.6 MB	7.8 MB	14.8 KB
726	cb/cf630d	39802	LOVD (36)	COMPLETED	0	2024-06-12 23:17:57.045	2.2s	1.3s	101.3%	91.5 MB	107.5 MB	7.8 MB	14.9 KB
727	c4/7e2076	39834	LOVD (37)	COMPLETED	0	2024-06-12 23:17:59.198	2s	1.1s	94.7%	11.2 MB	19.6 MB	7.3 MB	14.1 KB
728	69/f21aa4	39850	LOVD (38)	COMPLETED	0	2024-06-12 23:17:59.278	2s	975ms	91.7%	11.5 MB	20.2 MB	7.3 MB	14.1 KB
729	d3/e220b5	39872	LOVD (39)	COMPLETED	0	2024-06-12 23:18:01.154	1.9s	1.1s	93.1%	11.2 MB	20.2 MB	7.3 MB	14.1 KB
730	4a/b8ab14	39887	LOVD (40)	COMPLETED	0	2024-06-12 23:18:01.253	1.9s	996ms	93.8%	11.6 MB	20.7 MB	7.3 MB	14.2 KB
731	31/063b95	39911	LOVD (41)	COMPLETED	0	2024-06-12 23:18:03.102	2.1s	1.2s	94.1%	11.8 MB	20.3 MB	8.7 MB	15.9 KB
732	c2/325be4	39918	LOVD (42)	COMPLETED	0	2024-06-12 23:18:03.155	2.2s	1.2s	93.7%	93.5 MB	109.6 MB	8.7 MB	14.4 KB
733	9b/342af5	39947	LOVD (43)	COMPLETED	0	2024-06-12 23:18:05.182	2s	1.1s	95.7%	13.6 MB	22.7 MB	7.8 MB	14.5 KB
734	5a/f2f7e4	39967	LOVD (44)	COMPLETED	0	2024-06-12 23:18:05.340	2s	1.1s	94.1%	11.1 MB	19.9 MB	7.8 MB	14.4 KB
735	57/6eb3ea	39986	LOVD (45)	COMPLETED	0	2024-06-12 23:18:07.198	2s	1.1s	95.1%	10.6 MB	19.4 MB	8.7 MB	15.9 KB
736	0e/c9881a	40003	LOVD (46)	COMPLETED	0	2024-06-12 23:18:07.379	2s	1.1s	97.2%	11.4 MB	20.2 MB	8.7 MB	16.5 KB
737	ff/384448	40025	LOVD (47)	COMPLETED	0	2024-06-12 23:18:09.248	2s	1.1s	96.1%	14.4 MB	23.1 MB	8.7 MB	16.2 KB
738	0f/0abe76	40043	LOVD (48)	COMPLETED	0	2024-06-12 23:18:09.378	2s	1s	91.9%	11.6 MB	20.5 MB	7.8 MB	14.5 KB
739	9f/ea5765	40064	LOVD (49)	COMPLETED	0	2024-06-12 23:18:11.278	1.9s	1s	94.5%	11.4 MB	20.2 MB	7.8 MB	14.4 KB
740	9a/a660f2	40073	LOVD (50)	COMPLETED	0	2024-06-12 23:18:11.365	1.9s	1s	92.8%	11.2 MB	20 MB	7.8 MB	14.5 KB
741	f6/b38aee	40101	LOVD (51)	COMPLETED	0	2024-06-12 23:18:13.164	2.4s	1.5s	103.8%	99.2 MB	115.4 MB	10.4 MB	13.8 KB
742	a7/66f994	40119	LOVD (52)	COMPLETED	0	2024-06-12 23:18:13.304	2.6s	1.6s	98.1%	96.2 MB	112.2 MB	10.5 MB	14.1 KB
743	05/69e403	40138	LOVD (53)	COMPLETED	0	2024-06-12 23:18:15.554	2.1s	1.1s	102.7%	10.8 MB	19.4 MB	6.7 MB	13.6 KB
744	03/61bc2e	40158	LOVD (54)	COMPLETED	0	2024-06-12 23:18:15.914	2.5s	1.5s	106.5%	100.1 MB	116.2 MB	10.4 MB	13.8 KB
745	d7/a26dc0	40180	LOVD (55)	COMPLETED	0	2024-06-12 23:18:17.630	2.5s	1.4s	99.5%	90.8 MB	107.1 MB	10.5 MB	14.5 KB
746	31/f4f97b	40200	LOVD (56)	COMPLETED	0	2024-06-12 23:18:18.421	2.2s	1.2s	95.8%	12.4 MB	20.8 MB	8.4 MB	14.2 KB
747	79/4c82dc	40226	LOVD (57)	COMPLETED	0	2024-06-12 23:18:20.133	2s	1.1s	107.6%	11.5 MB	20 MB	6.7 MB	13.6 KB
748	4e/a28325	40246	LOVD (58)	COMPLETED	0	2024-06-12 23:18:20.610	2.1s	1.2s	96.7%	94 MB	110 MB	8.4 MB	14.2 KB
749	00/3622f6	40264	LOVD (59)	COMPLETED	0	2024-06-12 23:18:22.185	2s	1.2s	96.8%	93.8 MB	109.9 MB	8.4 MB	14.2 KB
750	eb/0350d2	40284	LOVD (60)	COMPLETED	0	2024-06-12 23:18:22.729	1.7s	881ms	105.3%	13.9 MB	22.5 MB	6.7 MB	13.6 KB
752	c4/3d419d	40322	LOVD (62)	COMPLETED	0	2024-06-12 23:18:24.466	2.2s	1.3s	95.2%	93.3 MB	109.1 MB	8.4 MB	14.2 KB
751	da/6f3063	40302	LOVD (61)	COMPLETED	0	2024-06-12 23:18:24.237	2.6s	1.6s	97.9%	100.5 MB	116.6 MB	10.5 MB	14.7 KB
753	c2/1a39bf	40341	LOVD (63)	COMPLETED	0	2024-06-12 23:18:26.699	1.9s	1.1s	106.8%	10.9 MB	19.5 MB	6.7 MB	13.6 KB
754	2b/ef7639	40359	LOVD (64)	COMPLETED	0	2024-06-12 23:18:26.792	2.2s	1.2s	96.5%	93.7 MB	109.9 MB	8.4 MB	14.2 KB
755	50/281630	40379	LOVD (65)	COMPLETED	0	2024-06-12 23:18:28.636	1.9s	1s	106.3%	11.2 MB	20.2 MB	6.7 MB	13.5 KB
756	06/474fdf	40399	LOVD (66)	COMPLETED	0	2024-06-12 23:18:28.990	1.8s	902ms	104.4%	11.8 MB	20.6 MB	6.7 MB	13.5 KB
757	04/ebe6bd	40417	LOVD (67)	COMPLETED	0	2024-06-12 23:18:30.532	1.8s	938ms	105.8%	11.2 MB	20.2 MB	6.7 MB	13.6 KB
758	8e/e58a65	40437	LOVD (68)	COMPLETED	0	2024-06-12 23:18:30.788	1.8s	867ms	104.9%	13.2 MB	21.9 MB	6.7 MB	13.5 KB
759	1e/7b96b1	40455	LOVD (69)	COMPLETED	0	2024-06-12 23:18:32.384	1.8s	901ms	104.6%	11.6 MB	20.5 MB	6.7 MB	13.5 KB
760	de/5a36d4	40475	LOVD (70)	COMPLETED	0	2024-06-12 23:18:32.620	1.7s	856ms	102.3%	11.1 MB	19.9 MB	6.7 MB	13.4 KB
761	21/67d8ec	40493	LOVD (71)	COMPLETED	0	2024-06-12 23:18:34.236	1.8s	923ms	102.9%	10.9 MB	19.8 MB	6.7 MB	13.5 KB
762	4b/330c98	40513	LOVD (72)	COMPLETED	0	2024-06-12 23:18:34.368	1.8s	867ms	101.8%	11.5 MB	20.3 MB	6.7 MB	13.4 KB
763	4f/c6c1cd	40532	LOVD (73)	COMPLETED	0	2024-06-12 23:18:36.058	1.9s	969ms	105.2%	10.6 MB	19.1 MB	6.7 MB	13.4 KB
764	86/8978e5	40548	LOVD (74)	COMPLETED	0	2024-06-12 23:18:36.171	1.8s	938ms	105.0%	11.6 MB	20.6 MB	6.7 MB	13.4 KB
765	e7/0d6183	40574	LOVD (75)	COMPLETED	0	2024-06-12 23:18:37.986	1.8s	988ms	105.6%	11.1 MB	19.9 MB	6.7 MB	13.4 KB
766	e4/5f205c	40577	LOVD (76)	COMPLETED	0	2024-06-12 23:18:38.001	2.3s	1.3s	96.3%	105.6 MB	121.5 MB	10.6 MB	14 KB
767	34/5fe999	40618	LOVD (77)	COMPLETED	0	2024-06-12 23:18:39.817	2.3s	1.4s	95.6%	104.1 MB	120.2 MB	10.6 MB	14 KB
768	8e/f65eda	40638	LOVD (78)	COMPLETED	0	2024-06-12 23:18:40.264	2.2s	1.4s	97.5%	99.2 MB	115.4 MB	10.6 MB	14 KB
769	23/782a84	40656	LOVD (79)	COMPLETED	0	2024-06-12 23:18:42.130	2.3s	1.4s	98.6%	104 MB	120.1 MB	10.6 MB	14.1 KB
770	41/ecf9c4	40676	LOVD (80)	COMPLETED	0	2024-06-12 23:18:42.492	2.1s	1.1s	95.2%	12.1 MB	20.8 MB	8.3 MB	13.8 KB
772	fd/7e85bb	40711	LOVD (82)	COMPLETED	0	2024-06-12 23:18:44.567	1.9s	935ms	105.7%	11 MB	19.6 MB	7.3 MB	13.3 KB
771	b0/14e53a	40695	LOVD (81)	COMPLETED	0	2024-06-12 23:18:44.458	2.3s	1.4s	96.3%	102.6 MB	118.7 MB	10.6 MB	14 KB
773	86/9186b8	40739	LOVD (83)	COMPLETED	0	2024-06-12 23:18:46.448	2.1s	1.2s	97.4%	93.1 MB	109.3 MB	8.3 MB	14 KB
774	f5/235658	40759	LOVD (84)	COMPLETED	0	2024-06-12 23:18:46.785	1.9s	966ms	103.9%	11.4 MB	20.2 MB	7.3 MB	13.3 KB
775	4b/755278	40779	LOVD (85)	COMPLETED	0	2024-06-12 23:18:48.562	2s	1.1s	95.1%	11.5 MB	20.3 MB	8.3 MB	14 KB
776	5f/339e83	40797	LOVD (86)	COMPLETED	0	2024-06-12 23:18:48.656	2.1s	1.1s	94.0%	12.4 MB	20.9 MB	8.3 MB	13.8 KB
777	f5/c0f9ef	40816	LOVD (87)	COMPLETED	0	2024-06-12 23:18:50.557	2.1s	1.1s	94.8%	10.6 MB	19.4 MB	7.4 MB	14.1 KB
778	46/f5acb9	40836	LOVD (88)	COMPLETED	0	2024-06-12 23:18:50.729	2s	1s	94.4%	12.5 MB	20.8 MB	8.3 MB	14 KB
779	e3/aaf449	40856	LOVD (89)	COMPLETED	0	2024-06-12 23:18:52.637	2s	1.1s	104.9%	11.6 MB	20.2 MB	8.6 MB	13.1 KB
780	e8/7d45d0	40866	LOVD (90)	COMPLETED	0	2024-06-12 23:18:52.706	2.2s	1.2s	95.5%	11.4 MB	20.3 MB	7.4 MB	13.8 KB
781	d9/04c413	40893	LOVD (91)	COMPLETED	0	2024-06-12 23:18:54.609	2s	1.1s	105.7%	11.1 MB	19.8 MB	8.6 MB	13.1 KB
782	84/53c6d9	40913	LOVD (92)	COMPLETED	0	2024-06-12 23:18:54.876	1.8s	909ms	103.3%	11.6 MB	20.2 MB	7.3 MB	13.3 KB
783	f8/407471	40932	LOVD (93)	COMPLETED	0	2024-06-12 23:18:56.593	2.2s	1.2s	104.5%	94 MB	110 MB	8.6 MB	13.1 KB
784	2e/c2b393	40948	LOVD (94)	COMPLETED	0	2024-06-12 23:18:56.704	2.1s	1.2s	103.6%	94 MB	110.1 MB	8.6 MB	13.1 KB
786	d6/c4fa3a	40985	LOVD (96)	COMPLETED	0	2024-06-12 23:18:58.836	2s	930ms	105.4%	11.4 MB	20 MB	6.7 MB	13 KB
785	f9/948e5c	40975	LOVD (95)	COMPLETED	0	2024-06-12 23:18:58.774	2.2s	1.1s	104.7%	11 MB	19.5 MB	7.9 MB	13.1 KB
788	32/a5f77e	41036	LOVD (98)	COMPLETED	0	2024-06-12 23:19:00.933	1.7s	882ms	104.2%	11.1 MB	19.9 MB	6.7 MB	13 KB
787	54/1908cf	41019	LOVD (97)	COMPLETED	0	2024-06-12 23:19:00.844	2.1s	1.1s	95.1%	11.5 MB	20.3 MB	8 MB	13.4 KB
790	c0/dd3e2e	41076	LOVD (100)	COMPLETED	0	2024-06-12 23:19:02.942	1.8s	929ms	103.7%	11.4 MB	19.9 MB	7.9 MB	13.1 KB
789	96/3fe9b3	41056	LOVD (99)	COMPLETED	0	2024-06-12 23:19:02.661	2.1s	1.2s	96.2%	95.5 MB	111.2 MB	8.7 MB	13.3 KB
792	79/068124	41111	LOVD (102)	COMPLETED	0	2024-06-12 23:19:04.787	1.8s	975ms	104.7%	11.4 MB	20.2 MB	6.7 MB	13 KB
791	b0/c52ebe	41095	LOVD (101)	COMPLETED	0	2024-06-12 23:19:04.719	2.3s	1.2s	96.7%	93.9 MB	110 MB	8 MB	13.4 KB
793	f7/dbf18e	41132	LOVD (103)	COMPLETED	0	2024-06-12 23:19:06.632	2.4s	1.4s	101.0%	80.6 MB	96.9 MB	8 MB	13.5 KB
794	cf/eb1749	41152	LOVD (104)	COMPLETED	0	2024-06-12 23:19:06.983	2.1s	1.1s	106.2%	13.6 MB	22.4 MB	6.7 MB	13 KB
795	b3/c4ae9e	41174	LOVD (105)	COMPLETED	0	2024-06-12 23:19:08.991	1.9s	931ms	104.0%	11.4 MB	20 MB	6.7 MB	13 KB
796	ac/b0eab6	41182	LOVD (106)	COMPLETED	0	2024-06-12 23:19:09.049	1.9s	892ms	103.7%	11.6 MB	20.2 MB	6.7 MB	13 KB
797	96/be26c1	41213	LOVD (107)	COMPLETED	0	2024-06-12 23:19:10.849	1.7s	840ms	106.4%	12.2 MB	21.2 MB	6.7 MB	13 KB
798	ec/3212f8	41219	LOVD (108)	COMPLETED	0	2024-06-12 23:19:10.906	1.8s	891ms	106.2%	11.5 MB	19.9 MB	6.7 MB	13 KB
799	f7/95241b	41250	LOVD (109)	COMPLETED	0	2024-06-12 23:19:12.595	1.8s	937ms	106.2%	11.5 MB	20 MB	6.7 MB	13 KB
800	6f/dfd602	41266	LOVD (110)	COMPLETED	0	2024-06-12 23:19:12.702	1.8s	895ms	103.9%	10.5 MB	19.4 MB	6.7 MB	13 KB
801	54/4d7af3	41288	LOVD (111)	COMPLETED	0	2024-06-12 23:19:14.440	1.9s	933ms	105.2%	11.4 MB	20 MB	6.9 MB	14 KB
802	85/3a0115	41304	LOVD (112)	COMPLETED	0	2024-06-12 23:19:14.517	1.8s	885ms	103.2%	11.5 MB	20.5 MB	6.9 MB	14 KB
803	eb/dad033	41327	LOVD (113)	COMPLETED	0	2024-06-12 23:19:16.313	1.8s	925ms	104.5%	12.5 MB	21.4 MB	6.9 MB	14 KB
804	56/9238ee	41334	LOVD (114)	COMPLETED	0	2024-06-12 23:19:16.356	1.8s	915ms	104.1%	10.6 MB	19.4 MB	6.9 MB	14 KB
805	38/559d8a	41366	LOVD (115)	COMPLETED	0	2024-06-12 23:19:18.119	1.9s	1s	107.5%	13.9 MB	22.6 MB	6.9 MB	14 KB
806	e9/812b15	41375	NMD (1)	COMPLETED	0	2024-06-12 23:19:18.176	2s	1s	105.6%	11.1 MB	20 MB	7.4 MB	14.9 KB
807	b6/3d16fc	41412	NMD (2)	COMPLETED	0	2024-06-12 23:19:20.061	1.8s	941ms	104.4%	10.4 MB	19.3 MB	7.4 MB	14.9 KB
808	d1/7afe10	41431	NMD (3)	COMPLETED	0	2024-06-12 23:19:20.179	1.8s	873ms	103.4%	11.5 MB	20.2 MB	7 MB	14.9 KB
810	57/6c48db	41459	NMD (5)	COMPLETED	0	2024-06-12 23:19:21.945	1.9s	1s	104.8%	11.4 MB	19.9 MB	7 MB	14.9 KB
809	74/971d65	41452	NMD (4)	COMPLETED	0	2024-06-12 23:19:21.910	2s	998ms	104.0%	11 MB	19.6 MB	7.4 MB	15 KB
811	17/9db98b	41489	NMD (6)	COMPLETED	0	2024-06-12 23:19:23.816	1.9s	979ms	104.8%	11.2 MB	19.9 MB	7 MB	14.9 KB
812	4d/3e34ec	41500	NMD (7)	COMPLETED	0	2024-06-12 23:19:23.878	1.9s	967ms	104.0%	11 MB	20 MB	7.4 MB	14.9 KB
813	43/6a7560	41527	NMD (8)	COMPLETED	0	2024-06-12 23:19:25.702	1.9s	971ms	106.3%	11.9 MB	20.7 MB	7.4 MB	14.9 KB
